priority_rank,competition_id,problem_id,source_event_id,source_round_id,boulder_number,leaderboard_route_id,event_date,event_name,source_scope,source_url,event_tier,category,round_name,linked_outcomes,linked_athletes,zone_rate,top_rate,rows_with_both_board_metrics,mean_physical_metrics_available,outcome_spread,priority_rule,tag_status
132,CEC|event:123,CEC|event:123|route:9749,123,2331,1,9749,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2331/results,National championship youth,U17 Female,Semi-Finals,2,2,1.0,0.5,2,7.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
133,CEC|event:123,CEC|event:123|route:9750,123,2331,2,9750,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2331/results,National championship youth,U17 Female,Semi-Finals,2,2,1.0,0.5,2,7.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
134,CEC|event:123,CEC|event:123|route:9751,123,2331,3,9751,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2331/results,National championship youth,U17 Female,Semi-Finals,2,2,0.5,0.0,2,7.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
135,CEC|event:123,CEC|event:123|route:9752,123,2331,4,9752,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2331/results,National championship youth,U17 Female,Semi-Finals,2,2,1.0,0.5,2,7.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
136,CEC|event:121,CEC|event:121|route:9535,121,2235,3,9535,2025-05-03,2025 NACS,CEC,/api/v1/category_rounds/2235/results,Continental / cross-border,Women,Qualification,2,2,0.5,0.0,2,7.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
137,CEC|event:121,CEC|event:121|route:9537,121,2235,5,9537,2025-05-03,2025 NACS,CEC,/api/v1/category_rounds/2235/results,Continental / cross-border,Women,Qualification,2,2,1.0,0.5,2,7.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
138,IFSC|event:1522,IFSC|event:1522|route:19270,1522,10636,3,19270,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10636/results,International other youth,U19 Men,Qualification,2,2,0.5,0.0,0,6.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
139,IFSC|event:1522,IFSC|event:1522|route:19272,1522,10636,5,19272,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10636/results,International other youth,U19 Men,Qualification,2,2,1.0,0.5,0,6.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
140,CEC|event:225,CEC|event:225|route:22608,225,4484,1,22608,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4484/results,Continental / cross-border,Men,Finals,2,2,0.0,0.0,2,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
141,CEC|event:225,CEC|event:225|route:22609,225,4484,2,22609,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4484/results,Continental / cross-border,Men,Finals,2,2,0.0,0.0,2,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
142,CEC|event:225,CEC|event:225|route:22610,225,4484,3,22610,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4484/results,Continental / cross-border,Men,Finals,2,2,1.0,0.0,2,14.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
143,IFSC|event:1522,IFSC|event:1522|route:19284,1522,10639,2,19284,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10639/results,International other youth,U17 Women,Qualification,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
144,IFSC|event:1522,IFSC|event:1522|route:19287,1522,10639,5,19287,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10639/results,International other youth,U17 Women,Qualification,2,2,0.0,0.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
145,CEC|event:224,CEC|event:224|route:22463,224,4423,1,22463,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4423/results,National championship youth,U17 Female,Qualification,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
146,CEC|event:224,CEC|event:224|route:22464,224,4423,2,22464,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4423/results,National championship youth,U17 Female,Qualification,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
147,CEC|event:224,CEC|event:224|route:22465,224,4423,3,22465,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4423/results,National championship youth,U17 Female,Qualification,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
148,CEC|event:224,CEC|event:224|route:22466,224,4423,4,22466,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4423/results,National championship youth,U17 Female,Qualification,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
149,CEC|event:224,CEC|event:224|route:22467,224,4423,5,22467,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4423/results,National championship youth,U17 Female,Qualification,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
150,CEC|event:224,CEC|event:224|route:23244,224,4454,1,23244,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4454/results,National championship youth,U17 Female,Semi-Finals,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
151,CEC|event:224,CEC|event:224|route:23246,224,4454,3,23246,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4454/results,National championship youth,U17 Female,Semi-Finals,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
152,CEC|event:224,CEC|event:224|route:23247,224,4454,4,23247,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4454/results,National championship youth,U17 Female,Semi-Finals,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
153,CEC|event:224,CEC|event:224|route:23268,224,4460,1,23268,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4460/results,National championship youth,U17 Female,Finals,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
154,CEC|event:224,CEC|event:224|route:23269,224,4460,2,23269,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4460/results,National championship youth,U17 Female,Finals,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
155,CEC|event:224,CEC|event:224|route:23270,224,4460,3,23270,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4460/results,National championship youth,U17 Female,Finals,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
156,CEC|event:224,CEC|event:224|route:23271,224,4460,4,23271,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4460/results,National championship youth,U17 Female,Finals,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
157,CEC|event:211,CEC|event:211|route:19837,211,4053,1,19837,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4053/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
158,CEC|event:211,CEC|event:211|route:19838,211,4053,2,19838,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4053/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
159,CEC|event:211,CEC|event:211|route:19839,211,4053,3,19839,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4053/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
160,CEC|event:211,CEC|event:211|route:19840,211,4053,4,19840,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4053/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
161,CEC|event:211,CEC|event:211|route:19841,211,4053,5,19841,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4053/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
162,CEC|event:211,CEC|event:211|route:19906,211,4063,1,19906,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4063/results,Regional / local youth,Juvénile B femmes,Finales,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
163,CEC|event:211,CEC|event:211|route:19907,211,4063,2,19907,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4063/results,Regional / local youth,Juvénile B femmes,Finales,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
164,CEC|event:211,CEC|event:211|route:19908,211,4063,3,19908,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4063/results,Regional / local youth,Juvénile B femmes,Finales,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
165,CEC|event:211,CEC|event:211|route:19909,211,4063,4,19909,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4063/results,Regional / local youth,Juvénile B femmes,Finales,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
166,CEC|event:192,CEC|event:192|route:17741,192,3658,1,17741,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3658/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
167,CEC|event:192,CEC|event:192|route:17742,192,3658,2,17742,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3658/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
168,CEC|event:192,CEC|event:192|route:17743,192,3658,3,17743,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3658/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
169,CEC|event:192,CEC|event:192|route:17744,192,3658,4,17744,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3658/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,0.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
170,CEC|event:192,CEC|event:192|route:17745,192,3658,5,17745,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3658/results,Regional / local youth,Juvénile B femmes,Qualifications,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
171,CEC|event:192,CEC|event:192|route:17874,192,3684,1,17874,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3684/results,Regional / local youth,Juvénile B femmes,Finales,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
172,CEC|event:192,CEC|event:192|route:17875,192,3684,2,17875,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3684/results,Regional / local youth,Juvénile B femmes,Finales,2,2,1.0,0.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
173,CEC|event:192,CEC|event:192|route:17876,192,3684,3,17876,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3684/results,Regional / local youth,Juvénile B femmes,Finales,2,2,1.0,1.0,2,10.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
174,IFSC|event:1418,IFSC|event:1418|route:17165,1418,9835,1,17165,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9835/results,World major youth,U19 Men,Qualification,2,2,0.0,0.0,2,8.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
175,IFSC|event:1418,IFSC|event:1418|route:17167,1418,9835,3,17167,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9835/results,World major youth,U19 Men,Qualification,2,2,1.0,1.0,2,8.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
176,IFSC|event:1418,IFSC|event:1418|route:17168,1418,9835,4,17168,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9835/results,World major youth,U19 Men,Qualification,2,2,0.0,0.0,2,8.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
177,IFSC|event:1418,IFSC|event:1418|route:17169,1418,9835,5,17169,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9835/results,World major youth,U19 Men,Qualification,2,2,1.0,0.0,2,8.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
178,IFSC|event:1418,IFSC|event:1418|route:17170,1418,9835,6,17170,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9835/results,World major youth,U19 Men,Qualification,2,2,1.0,0.0,2,8.5,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
179,IFSC|event:1396,IFSC|event:1396|route:13630,1396,9014,5,13630,2024-08-22,IFSC Youth World Championships Guiyang 2024,IFSC,/api/v1/category_rounds/9014/results,World major youth,Youth A Male,Qualification,2,2,0.0,0.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
180,CEC|event:77,CEC|event:77|route:6405,77,1581,2,6405,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1581/results,Continental / cross-border,Men,Qualification,2,2,0.0,0.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
181,CEC|event:77,CEC|event:77|route:6406,77,1581,3,6406,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1581/results,Continental / cross-border,Men,Qualification,2,2,0.0,0.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
182,CEC|event:77,CEC|event:77|route:6408,77,1581,5,6408,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1581/results,Continental / cross-border,Men,Qualification,2,2,1.0,1.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
183,CEC|event:75,CEC|event:75|route:6001,75,1507,4,6001,2024-05-16,Youth Boulder National Championships,CEC,/api/v1/category_rounds/1507/results,National championship youth,U19 Male,Semi-Finals,2,2,1.0,1.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
184,CEC|event:75,CEC|event:75|route:6049,75,1513,4,6049,2024-05-16,Youth Boulder National Championships,CEC,/api/v1/category_rounds/1513/results,National championship youth,U19 Male,Finals,2,2,1.0,0.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
185,CEC|event:75,CEC|event:75|route:6164,75,1499,1,6164,2024-05-16,Youth Boulder National Championships,CEC,/api/v1/category_rounds/1499/results,National championship youth,U19 Male,Qualification,2,2,1.0,1.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
186,CEC|event:75,CEC|event:75|route:6167,75,1499,4,6167,2024-05-16,Youth Boulder National Championships,CEC,/api/v1/category_rounds/1499/results,National championship youth,U19 Male,Qualification,2,2,1.0,1.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
187,CEC|event:75,CEC|event:75|route:6168,75,1499,5,6168,2024-05-16,Youth Boulder National Championships,CEC,/api/v1/category_rounds/1499/results,National championship youth,U19 Male,Qualification,2,2,1.0,1.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
188,CEC|event:75,CEC|event:75|route:6169,75,1499,6,6169,2024-05-16,Youth Boulder National Championships,CEC,/api/v1/category_rounds/1499/results,National championship youth,U19 Male,Qualification,2,2,1.0,1.0,2,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
189,CEC|event:123,CEC|event:123|route:9717,123,2303,1,9717,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2303/results,National championship youth,U17 Male,Qualification,2,2,1.0,1.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
190,CEC|event:123,CEC|event:123|route:9718,123,2303,2,9718,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2303/results,National championship youth,U17 Male,Qualification,2,2,1.0,1.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
191,CEC|event:123,CEC|event:123|route:9720,123,2303,4,9720,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2303/results,National championship youth,U17 Male,Qualification,2,2,1.0,1.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
192,CEC|event:123,CEC|event:123|route:9721,123,2303,5,9721,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2303/results,National championship youth,U17 Male,Qualification,2,2,1.0,1.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
193,CEC|event:123,CEC|event:123|route:9723,123,2304,1,9723,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2304/results,National championship youth,U17 Female,Qualification,2,2,1.0,1.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
194,CEC|event:123,CEC|event:123|route:9724,123,2304,2,9724,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2304/results,National championship youth,U17 Female,Qualification,2,2,1.0,0.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
195,CEC|event:123,CEC|event:123|route:9725,123,2304,3,9725,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2304/results,National championship youth,U17 Female,Qualification,2,2,1.0,0.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
196,CEC|event:123,CEC|event:123|route:9726,123,2304,4,9726,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2304/results,National championship youth,U17 Female,Qualification,2,2,1.0,1.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
197,CEC|event:123,CEC|event:123|route:9727,123,2304,5,9727,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2304/results,National championship youth,U17 Female,Qualification,2,2,1.0,1.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
198,CEC|event:123,CEC|event:123|route:9747,123,2330,3,9747,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2330/results,National championship youth,U17 Male,Semi-Finals,2,2,1.0,0.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
199,CEC|event:121,CEC|event:121|route:9534,121,2235,2,9534,2025-05-03,2025 NACS,CEC,/api/v1/category_rounds/2235/results,Continental / cross-border,Women,Qualification,2,2,1.0,1.0,2,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
200,IFSC|event:1522,IFSC|event:1522|route:19268,1522,10636,1,19268,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10636/results,International other youth,U19 Men,Qualification,2,2,1.0,1.0,0,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
201,IFSC|event:1522,IFSC|event:1522|route:19269,1522,10636,2,19269,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10636/results,International other youth,U19 Men,Qualification,2,2,1.0,1.0,0,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
202,IFSC|event:1522,IFSC|event:1522|route:19271,1522,10636,4,19271,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10636/results,International other youth,U19 Men,Qualification,2,2,1.0,0.0,0,6.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
203,IFSC|event:1531,IFSC|event:1531|route:20493,1531,10725,1,20493,2026-07-25,World Climbing Pan America Series Salt Lake City 2026,IFSC,/api/v1/category_rounds/10725/results,Continental series,Men,Qualification,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
204,IFSC|event:1531,IFSC|event:1531|route:20494,1531,10725,2,20494,2026-07-25,World Climbing Pan America Series Salt Lake City 2026,IFSC,/api/v1/category_rounds/10725/results,Continental series,Men,Qualification,1,1,0.0,0.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
205,IFSC|event:1531,IFSC|event:1531|route:20495,1531,10725,3,20495,2026-07-25,World Climbing Pan America Series Salt Lake City 2026,IFSC,/api/v1/category_rounds/10725/results,Continental series,Men,Qualification,1,1,0.0,0.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
206,IFSC|event:1531,IFSC|event:1531|route:20496,1531,10725,4,20496,2026-07-25,World Climbing Pan America Series Salt Lake City 2026,IFSC,/api/v1/category_rounds/10725/results,Continental series,Men,Qualification,1,1,0.0,0.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
207,IFSC|event:1531,IFSC|event:1531|route:20497,1531,10725,5,20497,2026-07-25,World Climbing Pan America Series Salt Lake City 2026,IFSC,/api/v1/category_rounds/10725/results,Continental series,Men,Qualification,1,1,1.0,1.0,1,16.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
